libavahi-ui-gtk3-0:amd64	install	0.6.32~rc+dfsg-1ubuntu2.2
libavc1394-0:amd64	install	0.5.4-4
libavcodec-dev:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libavcodec-ffmpeg56:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libavdevice-ffmpeg56:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libavfilter-ffmpeg5:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libavformat-dev:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libavformat-ffmpeg56:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libavresample-ffmpeg2:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libavutil-dev:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libavutil-ffmpeg54:amd64	install	7:2.8.14-0ubuntu0.16.04.1
libbabeltrace-ctf1:amd64	install	1.3.2-1
libbabeltrace1:amd64	install	1.3.2-1
libbamf3-2:amd64	install	0.5.3~bzr0+16.04.20180209-0ubuntu1
libbdplus0:amd64	install	0.1.2-1
libbind9-140:amd64	install	1:9.10.3.dfsg.P4-8ubuntu1.10
libblas-common	install	3.6.0-2ubuntu2
libblas3	install	3.6.0-2ubuntu2
libblkid1:amd64	install	2.27.1-6ubuntu3.4
libbluetooth3:amd64	install	5.37-0ubuntu5.1
libbluray1:amd64	install	1:0.9.2-2
libbonobo2-0:amd64	install	2.32.1-3
libbonobo2-common	install	2.32.1-3
libbonoboui2-0:amd64	install	2.24.5-3ubuntu1
libbonoboui2-common	install	2.24.5-3ubuntu1
libboost-context1.58.0:amd64	install	1.58.0+dfsg-5ubuntu3.1
libboost-date-time1.58.0:amd64	install	1.58.0+dfsg-5ubuntu3.1
libboost-filesystem1.58.0:amd64	install	1.58.0+dfsg-5ubuntu3.1
libboost-iostreams1.58.0:amd64	install	1.58.0+dfsg-5ubuntu3.1
libboost-program-options1.58.0:amd64	install	1.58.0+dfsg-5ubuntu3.1
libboost-system1.58.0:amd64	install	1.58.0+dfsg-5ubuntu3.1
libboost-thread1.58.0:amd64	install	1.58.0+dfsg-5ubuntu3.1
libbrlapi0.6:amd64	install	5.3.1-2ubuntu2.1
libbs2b0:amd64	install	3.1.0+dfsg-2.2
libbsd0:amd64	install	0.8.2-1
libbz2-1.0:amd64	install	1.0.6-8
libc-ares2:amd64	install	1.10.0-3ubuntu0.2
libc-bin	install	2.23-0ubuntu10
libc-client2007e	install	8:2007f~dfsg-4
libc-dev-bin	install	2.23-0ubuntu10
libc6:amd64	install	2.23-0ubuntu10
libc6:i386	install	2.23-0ubuntu10
libc6-dbg:amd64	install	2.23-0ubuntu10
libc6-dev:amd64	install	2.23-0ubuntu10
libc6-i386	install	2.23-0ubuntu10
libcaca0:amd64	install	0.99.beta19-2build2~gcc5.2
libcairo-gobject2:amd64	install	1.14.6-1
libcairo-perl	install	1.106-1build1
libcairo-script-interpreter2:amd64	install	1.14.6-1
libcairo2:amd64	install	1.14.6-1
libcairo2-dev	install	1.14.6-1
libcairomm-1.0-1v5:amd64	install	1.12.0-1
libcamel-1.2-54:amd64	install	3.18.5-1ubuntu1
libcanberra-gtk-module:amd64	install	0.30-2.1ubuntu1
libcanberra-gtk0:amd64	install	0.30-2.1ubuntu1
libcanberra-gtk3-0:amd64	install	0.30-2.1ubuntu1
libcanberra-gtk3-module:amd64	install	0.30-2.1ubuntu1
libcanberra-pulse:amd64	install	0.30-2.1ubuntu1
libcanberra0:amd64	install	0.30-2.1ubuntu1
libcap-ng0:amd64	install	0.7.7-1
libcap2:amd64	install	1:2.24-12
libcap2-bin	install	1:2.24-12
libcapnp-0.5.3:amd64	install	0.5.3-2ubuntu1
libcc1-0:amd64	install	5.4.0-6ubuntu1~16.04.9
libcdio-cdda1:amd64	install	0.83-4.2ubuntu1
libcdio-paranoia1:amd64	install	0.83-4.2ubuntu1
libcdio13:amd64	install	0.83-4.2ubuntu1
libcdparanoia0:amd64	install	3.10.2+debian-11
libcdr-0.1-1:amd64	install	0.1.2-2ubuntu2
libcdt5	install	2.38.0-12ubuntu2.1
libcgi-fast-perl	install	1:2.10-1
libcgi-pm-perl	install	4.26-1
libcglib3-java	install	3.1+dfsg-1
libcgmanager0:amd64	install	0.39-2ubuntu5
libcgraph6	install	2.38.0-12ubuntu2.1
libcheese-gtk25:amd64	install	3.18.1-2ubuntu3
libcheese8:amd64	install	3.18.1-2ubuntu3
libchromaprint0:amd64	install	1.3-1
libcilkrts5:amd64	install	5.4.0-6ubuntu1~16.04.9
libclass-accessor-perl	install	0.34-1
libclone-perl	install	0.38-1build1
libclucene-contribs1v5:amd64	install	2.3.3.4-4.1
libclucene-core1v5:amd64	install	2.3.3.4-4.1
libclutter-1.0-0:amd64	install	1.24.2-1
libclutter-1.0-common	install	1.24.2-1
libclutter-gst-3.0-0:amd64	install	3.0.18-1
libclutter-gtk-1.0-0:amd64	install	1.6.6-1
libcmis-0.5-5v5:amd64	install	0.5.1-2ubuntu2
libcogl-common	install	1.22.0-2
libcogl-pango20:amd64	install	1.22.0-2
libcogl-path20:amd64	install	1.22.0-2
libcogl20:amd64	install	1.22.0-2
libcolamd2.9.1:amd64	install	1:4.4.6-1
libcolord2:amd64	install	1.2.12-1ubuntu1
libcolorhug2:amd64	install	1.2.12-1ubuntu1
libcolumbus1-common	install	1.1.0+15.10.20150806-0ubuntu4
libcolumbus1v5:amd64	install	1.1.0+15.10.20150806-0ubuntu4
libcomerr2:amd64	install	1.42.13-1ubuntu1
libcommons-beanutils-java	install	1.9.2-3
libcommons-cli-java	install	1.3.1-3ubuntu1
libcommons-codec-java	install	1.10-1
libcommons-collections3-java	install	3.2.2-1
libcommons-compress-java	install	1.10-2
libcommons-dbcp-java	install	1.4-5ubuntu2
libcommons-digester-java	install	1.8.1-4
libcommons-httpclient-java	install	3.1-12
libcommons-logging-java	install	1.2-1+build1
libcommons-parent-java	install	39-3
libcommons-pool-java	install	1.6-2
libcompizconfig0:amd64	install	1:0.9.12.3+16.04.20180221-0ubuntu1
libconfuse-common	install	2.7-5
libconfuse0:amd64	install	2.7-5
libcrack2:amd64	install	2.9.2-1ubuntu1
libcroco3:amd64	install	0.6.11-1
libcryptsetup4:amd64	install	2:1.6.6-5ubuntu2.1
libcrystalhd3:amd64	install	1:0.0~git20110715.fdd2f19-11build1
libct4:amd64	install	0.91-6.1build1
libcups2:amd64	install	2.1.3-4ubuntu0.4
libcupscgi1:amd64	install	2.1.3-4ubuntu0.4
libcupsfilters1:amd64	install	1.8.3-2ubuntu3.4
libcupsimage2:amd64	install	2.1.3-4ubuntu0.4
libcupsmime1:amd64	install	2.1.3-4ubuntu0.4
libcupsppdc1:amd64	install	2.1.3-4ubuntu0.4
libcurl3:amd64	install	7.47.0-1ubuntu2.8
libcurl3-gnutls:amd64	install	7.47.0-1ubuntu2.8
libdaemon0:amd64	install	0.14-6
libdata-alias-perl	install	1.20-1build1
libdatrie1:amd64	install	0.2.10-2
libdb-java	install	1:5.3.21~exp1ubuntu2
libdb-je-java	install	3.3.98-1
libdb5.3:amd64	install	5.3.28-11ubuntu0.1
libdb5.3-java	install	5.3.28-11ubuntu0.1
libdb5.3-java-jni:amd64	install	5.3.28-11ubuntu0.1
libdbus-1-3:amd64	install	1.10.6-1ubuntu3.3
libdbus-glib-1-2:amd64	install	0.106-1
libdbusmenu-glib4:amd64	install	16.04.1+16.04.20160927-0ubuntu1
libdbusmenu-gtk3-4:amd64	install	16.04.1+16.04.20160927-0ubuntu1
libdbusmenu-gtk4:amd64	install	16.04.1+16.04.20160927-0ubuntu1
libdbusmenu-qt2:amd64	install	0.9.3+16.04.20160218-0ubuntu1
libdbusmenu-qt5:amd64	install	0.9.3+16.04.20160218-0ubuntu1
libdc1394-22:amd64	install	2.2.4-1
libdc1394-22-dev:amd64	install	2.2.4-1
libdca0:amd64	install	0.0.5-7build1
libdconf1:amd64	install	0.24.0-2
libde265-0:amd64	install	1.0.2-2
libdebconfclient0:amd64	install	0.198ubuntu1
libdecoration0:amd64	install	1:0.9.12.3+16.04.20180221-0ubuntu1
libdee-1.0-4:amd64	install	1.2.7+15.04.20150304-0ubuntu2
libdevmapper1.02.1:amd64	install	2:1.02.110-1ubuntu10
libdfu1:amd64	install	0.8.3-0ubuntu3
libdigest-hmac-perl	install	1.03+dfsg-1
libdirectfb-1.2-9:amd64	install	1.2.10.0-5.1
libdjvulibre-text	install	3.5.27.1-5
libdjvulibre21:amd64	install	3.5.27.1-5
libdmapsharing-3.0-2:amd64	install	2.9.34-1
libdns-export162	install	1:9.10.3.dfsg.P4-8ubuntu1.10
libdns162:amd64	install	1:9.10.3.dfsg.P4-8ubuntu1.10
libdotconf0:amd64	install	1.3-0.2
libdouble-conversion1v5:amd64	install	2.0.1-3ubuntu2
libdpkg-perl	install	1.18.4ubuntu1.4
libdrm-amdgpu1:amd64	install	2.4.83-1~16.04.1
libdrm-common	install	2.4.83-1~16.04.1
libdrm-dev:amd64	install	2.4.83-1~16.04.1
libdrm-intel1:amd64	install	2.4.83-1~16.04.1
libdrm-nouveau2:amd64	install	2.4.83-1~16.04.1
libdrm-radeon1:amd64	install	2.4.83-1~16.04.1
libdrm2:amd64	install	2.4.83-1~16.04.1
libdv4:amd64	install	1.0.0-7
libdvdnav4:amd64	install	5.0.3-1
libdvdread4:amd64	install	5.0.3-1
libe-book-0.1-1:amd64	install	0.1.2-2ubuntu1
libeasymock-java	install	3.3.1+ds-3
libebackend-1.2-10:amd64	install	3.18.5-1ubuntu1
libebook-1.2-16:amd64	install	3.18.5-1ubuntu1
libebook-contacts-1.2-2:amd64	install	3.18.5-1ubuntu1
libecal-1.2-19:amd64	install	3.18.5-1ubuntu1
libecj-java	install	3.10.1-2ubuntu1
libedata-book-1.2-25:amd64	install	3.18.5-1ubuntu1
libedata-cal-1.2-28:amd64	install	3.18.5-1ubuntu1
libedataserver-1.2-21:amd64	install	3.18.5-1ubuntu1
libedataserverui-1.2-1:amd64	install	3.18.5-1ubuntu1
libedit2:amd64	install	3.1-20150325-1ubuntu2
libefivar0:amd64	install	0.23-2
libegl1-mesa:amd64	install	17.2.8-0ubuntu0~16.04.1
libelf1:amd64	install	0.165-3ubuntu1.1
libemail-valid-perl	install	1.198-1
libenca0:amd64	install	1.18-1
libenchant1c2a:amd64	install	1.6.0-10.1build2
libencode-locale-perl	install	1.05-1
libeot0:amd64	install	0.01-3ubuntu1
libepoxy0:amd64	install	1.3.1-1ubuntu0.16.04.2
libequinox-osgi-java	install	3.8.1-8
liberror-perl	install	0.17-1.2
libesd0:amd64	install	0.2.41-11
libespeak1:amd64	install	1.48.04+dfsg-2
libestr0	install	0.1.10-1
libetonyek-0.1-1:amd64	install	0.1.6-1ubuntu1
libevdev2:amd64	install	1.4.6+dfsg-1
libevdocument3-4:amd64	install	3.18.2-1ubuntu4.3
libevent-2.0-5:amd64	install	2.0.21-stable-2ubuntu0.16.04.1
libevent-core-2.0-5:amd64	install	2.0.21-stable-2ubuntu0.16.04.1
libevview3-3:amd64	install	3.18.2-1ubuntu4.3
libexempi3:amd64	install	2.2.2-2ubuntu0.1
libexif12:amd64	install	0.6.21-2
libexiv2-14:amd64	install	0.25-2.1ubuntu16.04.1
libexpat1:amd64	install	2.1.0-7ubuntu0.16.04.3
libexpat1-dev:amd64	install	2.1.0-7ubuntu0.16.04.3
libexporter-tiny-perl	install	0.042-1
libexttextcat-2.0-0:amd64	install	3.4.4-1ubuntu3
libexttextcat-data	install	3.4.4-1ubuntu3
libfaad2:amd64	install	2.8.0~cvs20150510-1
libfakeroot:amd64	install	1.20.2-1ubuntu1
libfcgi-perl	install	0.77-1build1
libfcitx-config4:amd64	install	1:4.2.9.1-1ubuntu1.16.04.2
libfcitx-gclient0:amd64	install	1:4.2.9.1-1ubuntu1.16.04.2
libfcitx-utils0:amd64	install	1:4.2.9.1-1ubuntu1.16.04.2
libfdisk1:amd64	install	2.27.1-6ubuntu3.4
libfelix-bundlerepository-java	install	2.0.6-1
libfelix-gogo-command-java	install	0.14.0-2
libfelix-gogo-runtime-java	install	0.16.2-1
libfelix-gogo-shell-java	install	0.12.0-1
libfelix-osgi-obr-java	install	1.0.2-3fakesync1
libfelix-shell-java	install	1.4.3-1
libfelix-utils-java	install	1.6.0-1
libffi6:amd64	install	3.2.1-4
libfftw3-double3:amd64	install	3.3.4-2ubuntu1
libfftw3-single3:amd64	install	3.3.4-2ubuntu1
libfile-basedir-perl	install	0.07-1
libfile-copy-recursive-perl	install	0.38-1
libfile-desktopentry-perl	install	0.22-1
libfile-fcntllock-perl	install	0.22-3
libfile-listing-perl	install	6.04-1
libfile-mimeinfo-perl	install	0.27-1
libfile-stripnondeterminism-perl	install	0.015-1
libflac++6v5:amd64	install	1.3.1-4
libflac8:amd64	install	1.3.1-4
libflann1.8:amd64	deinstall	1.8.4-4.1
libflite1:amd64	install	2.0.0-release-1
libfluidsynth1:amd64	install	1.1.6-3
libfont-afm-perl	install	1.20-1
libfontconfig1:amd64	install	2.11.94-0ubuntu1.1
libfontconfig1-dev:amd64	install	2.11.94-0ubuntu1.1
libfontembed1:amd64	install	1.8.3-2ubuntu3.4
libfontenc1:amd64	install	1:1.1.3-1
libframe6:amd64	install	2.5.0daily13.06.05+16.04.20160809-0ubuntu1
libfreehand-0.1-1:amd64	install	0.1.1-1ubuntu1
libfreerdp-cache1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-client1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-codec1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-common1.1.0:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-core1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-crypto1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-gdi1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-locale1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-plugins-standard:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-primitives1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreerdp-utils1.1:amd64	install	1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2
libfreetype6:amd64	install	2.6.1-0.1ubuntu2.3
libfreetype6-dev:amd64	install	2.6.1-0.1ubuntu2.3
libfreexl1:amd64	deinstall	1.0.2-1
libfribidi0:amd64	install	0.19.7-1
libfuse2:amd64	install	2.9.4-1ubuntu3.1
libfwup0:amd64	install	0.5-2ubuntu7
libfwupd1:amd64	install	0.8.3-0ubuntu3
libgail-3-0:amd64	install	3.18.9-1ubuntu3.3
libgail-common:amd64	install	2.24.30-1ubuntu1.16.04.2
libgail18:amd64	install	2.24.30-1ubuntu1.16.04.2
libgbm1:amd64	install	17.2.8-0ubuntu0~16.04.1
libgc1c2:amd64	install	1:7.4.2-7.3ubuntu0.1
libgcab-1.0-0:amd64	install	0.7-1ubuntu0.1
libgcc-5-dev:amd64	install	5.4.0-6ubuntu1~16.04.9
libgcc1:amd64	install	1:6.0.1-0ubuntu1
libgcc1:i386	install	1:6.0.1-0ubuntu1
libgcj-common	install	1:4.9.3-9ubuntu1
libgcj16:amd64	install	5.4.0-6ubuntu1~16.04.9
libgck-1-0:amd64	install	3.18.0-1ubuntu1
libgconf-2-4:amd64	install	3.2.6-3ubuntu6
libgcr-3-common	install	3.18.0-1ubuntu1
libgcr-base-3-1:amd64	install	3.18.0-1ubuntu1
libgcr-ui-3-1:amd64	install	3.18.0-1ubuntu1
libgcrypt20:amd64	install	1.6.5-2ubuntu0.4
libgd3:amd64	install	2.1.1-4ubuntu0.16.04.8
libgdata-common	install	0.17.4-1
libgdata22:amd64	install	0.17.4-1
libgdbm3:amd64	install	1.8.3-13.1
libgdiplus	install	4.2-1ubuntu1
libgdk-pixbuf2.0-0:amd64	install	2.32.2-1ubuntu1.4
libgdk-pixbuf2.0-common	install	2.32.2-1ubuntu1.4
libgdk-pixbuf2.0-dev	install	2.32.2-1ubuntu1.4
libgee-0.8-2:amd64	install	0.18.0-1
libgeis1:amd64	install	2.2.17+16.04.20160126-0ubuntu1
libgeoclue0:amd64	install	0.12.99-4ubuntu1
libgeocode-glib0:amd64	install	3.18.2-1
libgeoip1:amd64	install	1.6.9-1
libgeonames0:amd64	install	0.2+16.04.20160321-0ubuntu1
libgeos-3.5.0	install	3.5.0-1ubuntu2
libgeos-c1v5	install	3.5.0-1ubuntu2
libgeronimo-jpa-2.0-spec-java	install	1.1-2
libgeronimo-osgi-support-java	install	1.1-1
libgettextpo-dev:amd64	install	0.19.7-2ubuntu3
libgettextpo0:amd64	install	0.19.7-2ubuntu3
libgexiv2-2:amd64	install	0.10.3-2
libgflags2v5	install	2.1.2-3
libgfortran-5-dev:amd64	install	5.4.0-6ubuntu1~16.04.9
libgfortran3:amd64	install	5.4.0-6ubuntu1~16.04.9
libgif7:amd64	install	5.1.4-0.3~16.04
libgirepository-1.0-1:amd64	install	1.46.0-3ubuntu1
libgl1-mesa-dev:amd64	install	17.2.8-0ubuntu0~16.04.1
libgl1-mesa-dri:amd64	install	17.2.8-0ubuntu0~16.04.1
libgl1-mesa-glx:amd64	install	17.2.8-0ubuntu0~16.04.1
libgl2ps0	deinstall	1.3.8-1.2
libglade2-0:amd64	install	1:2.6.4-2
libglapi-mesa:amd64	install	17.2.8-0ubuntu0~16.04.1
libgles2-mesa:amd64	install	17.2.8-0ubuntu0~16.04.1
libglew1.13:amd64	install	1.13.0-2
libglewmx1.13:amd64	install	1.13.0-2
libglib-perl	install	3:1.320-2
libglib2.0-0:amd64	install	2.48.2-0ubuntu1
libglib2.0-bin	install	2.48.2-0ubuntu1
libglib2.0-cil	install	2.12.10-6
libglib2.0-data	install	2.48.2-0ubuntu1
libglib2.0-dev	install	2.48.2-0ubuntu1
libglibmm-2.4-1v5:amd64	install	2.46.3-1
libglu1-mesa:amd64	install	9.0.0-2.1
libglu1-mesa-dev:amd64	install	9.0.0-2.1
libgme0:amd64	install	0.6.0-3ubuntu0.16.04.1
libgmime-2.6-0:amd64	install	2.6.20-1
libgmp10:amd64	install	2:6.1.0+dfsg-2
libgnome-2-0:amd64	install	2.32.1-5ubuntu1
libgnome-bluetooth13:amd64	install	3.18.2-1ubuntu2
libgnome-desktop-3-12:amd64	install	3.18.2-1ubuntu1
libgnome-keyring-common	install	3.12.0-1build1
libgnome-keyring0:amd64	install	3.12.0-1build1
libgnome-menu-3-0:amd64	install	3.13.3-6ubuntu3.1
libgnome2-0:amd64	install	2.32.1-5ubuntu1
libgnome2-bin	install	2.32.1-5ubuntu1
libgnome2-common	install	2.32.1-5ubuntu1
libgnomecanvas2-0:amd64	install	2.30.3-2
libgnomecanvas2-common	install	2.30.3-2
libgnomekbd-common	install	3.6.0-1ubuntu2
libgnomekbd8:amd64	install	3.6.0-1ubuntu2
libgnomeui-0:amd64	install	2.24.5-3.1
libgnomeui-common	install	2.24.5-3.1
libgnomevfs2-0:amd64	install	1:2.24.4-6.1ubuntu1
libgnomevfs2-common	install	1:2.24.4-6.1ubuntu1
libgnutls-openssl27:amd64	install	3.4.10-4ubuntu1.4
libgnutls30:amd64	install	3.4.10-4ubuntu1.4
libgoa-1.0-0b:amd64	install	3.18.3-1ubuntu2
libgoa-1.0-common	install	3.18.3-1ubuntu2
libgoffice-0.10-10	install	0.10.28-1
libgoffice-0.10-10-common	install	0.10.28-1
libgom-1.0-0:amd64	install	0.3.1-1
libgom-1.0-common	install	0.3.1-1
libgomp1:amd64	install	5.4.0-6ubuntu1~16.04.9
libgoogle-glog0v5	install	0.3.4-0.1
libgpg-error0:amd64	install	1.21-2ubuntu1
libgpgme11:amd64	install	1.6.0-1
libgphoto2-6:amd64	install	2.5.9-3
libgphoto2-l10n	install	2.5.9-3
libgphoto2-port12:amd64	install	2.5.9-3
libgpm2:amd64	install	1.20.4-6.1
libgpm2:i386	install	1.20.4-6.1
libgpod-common	install	0.8.3-6ubuntu2
libgpod4:amd64	install	0.8.3-6ubuntu2
libgrail6	install	3.1.0+16.04.20160125-0ubuntu1
libgraphite2-3:amd64	install	1.3.10-0ubuntu0.16.04.1
libgrilo-0.2-1:amd64	install	0.2.15-1
libgs9:amd64	install	9.18~dfsg~0-0ubuntu2.8
libgs9-common	install	9.18~dfsg~0-0ubuntu2.8
libgsettings-qt1:amd64	install	0.1+16.04.20160329-0ubuntu1
libgsf-1-114:amd64	install	1.14.36-1
libgsf-1-common	install	1.14.36-1
libgsm1:amd64	install	1.0.13-4
libgssapi-krb5-2:amd64	install	1.13.2+dfsg-5ubuntu2
libgssapi3-heimdal:amd64	install	1.7~git20150920+dfsg-4ubuntu1.16.04.1
libgssrpc4:amd64	install	1.13.2+dfsg-5ubuntu2
libgstreamer-plugins-bad1.0-0:amd64	install	1.8.3-1ubuntu0.2
libgstreamer-plugins-base1.0-0:amd64	install	1.8.3-1ubuntu0.2
libgstreamer-plugins-good1.0-0:amd64	install	1.8.3-1ubuntu0.4
libgstreamer1.0-0:amd64	install	1.8.3-1~ubuntu0.1
libgtk-3-0:amd64	install	3.18.9-1ubuntu3.3
libgtk-3-bin	install	3.18.9-1ubuntu3.3
libgtk-3-common	install	3.18.9-1ubuntu3.3
libgtk2-perl	install	2:1.2498-1
libgtk2.0-0:amd64	install	2.24.30-1ubuntu1.16.04.2
libgtk2.0-bin	install	2.24.30-1ubuntu1.16.04.2
libgtk2.0-cil	install	2.12.10-6
libgtk2.0-common	install	2.24.30-1ubuntu1.16.04.2
libgtk2.0-dev	install	2.24.30-1ubuntu1.16.04.2
libgtkglext1:amd64	install	1.2.0-3.2fakesync1ubuntu1
libgtkmm-3.0-1v5:amd64	install	3.18.0-1
libgtksourceview-3.0-1:amd64	install	3.18.2-1
libgtksourceview-3.0-common	install	3.18.2-1
libgtkspell3-3-0:amd64	install	3.0.7-2
libgtop-2.0-10:amd64	install	2.32.0-1
libgtop2-common	install	2.32.0-1
libgts-0.7-5:amd64	deinstall	0.7.6+darcs121130-1.2
libgucharmap-2-90-7:amd64	install	1:3.18.2-1ubuntu1
libgudev-1.0-0:amd64	install	1:230-2
libgusb2:amd64	install	0.2.9-0ubuntu1
libgutenprint2	install	5.2.11-1
libgvc6	install	2.38.0-12ubuntu2.1
libgvpr2	install	2.38.0-12ubuntu2.1
libgweather-3-6:amd64	install	3.18.2-0ubuntu0.2
libgweather-common	install	3.18.2-0ubuntu0.2
libgxps2:amd64	install	0.2.3.2-1
libhamcrest-java	install	1.3-5ubuntu1
libhardware2	install	0.1.0+git20151016+6d424c9-0ubuntu7
libharfbuzz-dev	install	1.0.1-1ubuntu0.1
libharfbuzz-gobject0:amd64	install	1.0.1-1ubuntu0.1
libharfbuzz-icu0:amd64	install	1.0.1-1ubuntu0.1
libharfbuzz0b:amd64	install	1.0.1-1ubuntu0.1
libhcrypto4-heimdal:amd64	install	1.7~git20150920+dfsg-4ubuntu1.16.04.1
libhdf4-0-alt	install	4.2.10-3.2
libhdf5-10:amd64	install	1.8.16+docs-4ubuntu1
libheimbase1-heimdal:amd64	install	1.7~git20150920+dfsg-4ubuntu1.16.04.1
libheimntlm0-heimdal:amd64	install	1.7~git20150920+dfsg-4ubuntu1.16.04.1
libhogweed4:amd64	install	3.2-1ubuntu0.16.04.1
libhpmud0:amd64	install	3.16.3+repack0-1
libhtml-form-perl	install	6.03-1
libhtml-format-perl	install	2.11-2
libhtml-parser-perl	install	3.72-1
libhtml-tagset-perl	install	3.20-2
libhtml-template-perl	install	2.95-2
libhtml-tree-perl	install	5.03-2
libhttp-cookies-perl	install	6.01-1
libhttp-daemon-perl	install	6.01-1
libhttp-date-perl	install	6.02-1
libhttp-message-perl	install	6.11-1
libhttp-negotiate-perl	install	6.00-2
libhud2:amd64	install	14.10+16.04.20160415-0ubuntu1
libhunspell-1.3-0:amd64	install	1.3.3-4ubuntu1
libhx509-5-heimdal:amd64	install	1.7~git20150920+dfsg-4ubuntu1.16.04.1
libhybris	install	0.1.0+git20151016+6d424c9-0ubuntu7
libhybris-common1	install	0.1.0+git20151016+6d424c9-0ubuntu7
libhyphen0:amd64	install	2.8.8-2ubuntu1
libibus-1.0-5:amd64	install	1.5.11-1ubuntu2.1
libical1a:amd64	install	1.0.1-0ubuntu2
libice-dev:amd64	install	2:1.0.9-1
libice6:amd64	install	2:1.0.9-1
libicu4j-49-java	install	49.1-2
libicu4j-java	install	4.2.1.1-3
libicu55:amd64	install	55.1-7ubuntu0.4
libid3tag0	install	0.15.1b-11
libidn11:amd64	install	1.32-3ubuntu1.2
libido3-0.1-0:amd64	install	13.10.0+16.04.20161028-0ubuntu1
libiec61883-0:amd64	install	1.2.0-0.2
libieee1284-3:amd64	install	0.2.11-12
libijs-0.35:amd64	install	0.35-12
libilmbase12:amd64	install	2.2.0-11ubuntu2
libimobiledevice6:amd64	install	1.2.0+dfsg-3~ubuntu0.2
libindicator3-7	install	12.10.2+16.04.20151208-0ubuntu1
libinput-bin	install	1.6.3-1ubuntu1~16.04.1
libinput10:amd64	install	1.6.3-1ubuntu1~16.04.1
libio-html-perl	install	1.001-1
libio-pty-perl	install	1:1.08-1.1build1
libio-socket-inet6-perl	install	2.72-2
libio-socket-ssl-perl	install	2.024-1
libio-string-perl	install	1.08-3
libipc-run-perl	install	0.94-1
libipc-system-simple-perl	install	1.25-3
libisc-export160	install	1:9.10.3.dfsg.P4-8ubuntu1.10
libisc160:amd64	install	1:9.10.3.dfsg.P4-8ubuntu1.10
libisccc140:amd64	install	1:9.10.3.dfsg.P4-8ubuntu1.10
libisccfg140:amd64	install	1:9.10.3.dfsg.P4-8ubuntu1.10
libisl15:amd64	install	0.16.1-1
libitm1:amd64	install	5.4.0-6ubuntu1~16.04.9
libiw30:amd64	install	30~pre9-8ubuntu1
libjack-jackd2-0:amd64	install	1.9.10+20150825git1ed50c92~dfsg-1ubuntu1
libjasper-dev	install	1.900.1-debian1-2.4ubuntu1.1
libjasper1:amd64	install	1.900.1-debian1-2.4ubuntu1.1
libjavascriptcoregtk-4.0-18:amd64	install	2.20.2-0ubuntu0.16.04.1
libjbig-dev:amd64	install	2.1-3.1
libjbig0:amd64	install	2.1-3.1
libjbig2dec0	install	0.12+20150918-1ubuntu0.1
libjemalloc1	install	3.6.0-9ubuntu1
libjetty8-java	install	8.1.19-1
libjline-java	install	1.0-2
libjpeg-dev:amd64	install	8c-2ubuntu8
libjpeg-turbo8:amd64	install	1.4.2-0ubuntu3
libjpeg-turbo8-dev:amd64	install	1.4.2-0ubuntu3
libjpeg8:amd64	install	8c-2ubuntu8
libjpeg8-dev:amd64	install	8c-2ubuntu8
libjs-inherits	install	2.0.1-3
libjs-jquery	install	1.11.3+dfsg-4
libjs-node-uuid	install	1.4.0-1
libjs-openlayers	install	2.13.1+ds2-2
libjs-underscore	install	1.7.0~dfsg-1ubuntu1
libjsch-java	install	0.1.53-1ubuntu1
libjson-c2:amd64	install	0.11-4ubuntu2
libjson-glib-1.0-0:amd64	install	1.1.2-0ubuntu1
libjson-glib-1.0-common	install	1.1.2-0ubuntu1
libjsoncpp1:amd64	install	1.7.2-1
libjtidy-java	install	7+svn20110807-4
libk5crypto3:amd64	install	1.13.2+dfsg-5ubuntu2
libkadm5clnt-mit9:amd64	install	1.13.2+dfsg-5ubuntu2
libkadm5srv-mit9:amd64	install	1.13.2+dfsg-5ubuntu2
libkate1:amd64	install	0.4.1-7
